study,name,title,author,year,abstract,cite,type,studies,url,doi
soep-is,12073,"Gleiche Rechte, gleiche Chancen - Jahresbericht 2018 der Antidiskriminierungsstelle des Bundes",Antidiskriminierungsstelle des Bundes (Hrsg.),2019,,"Antidiskriminierungsstelle des Bundes (Hrsg.). 2019: Gleiche Rechte, gleiche Chancen - Jahresbericht 2018 der Antidiskriminierungsstelle des Bundes. Berlin: Antidiskriminierungsstelle des Bundes",33 Other Grey Literature,SOEP-IS,https://www.antidiskriminierungsstelle.de/SharedDocs/Downloads/DE/publikationen/Jahresberichte/2018.pdf?__blob=publicationFile&v=8,
soep-is,12074,Erhebung von subjektiven Diskriminierungserfahrungen: Erste Ergebnisse von Testfragen in der SOEP Innovations-Stichprobe 2016,Antidiskriminierungsstelle des Bundes (Hrsg.),2018,,Antidiskriminierungsstelle des Bundes (Hrsg.). 2018: Erhebung von subjektiven Diskriminierungserfahrungen: Erste Ergebnisse von Testfragen in der SOEP Innovations-Stichprobe 2016. Berlin: Antidiskriminierungsstelle des Bundes,33 Other Grey Literature,SOEP-IS,https://www.antidiskriminierungsstelle.de/SharedDocs/Downloads/DE/publikationen/Expertisen/Erhebung_von_subjektiven_DiskrErfahrungen_SOEP_IS.pdf?__blob=publicationFile&v=8,
soep-is,12075,Biased Health Perceptions and Risky Health Behaviors  - Theory and Evidence,"Patrick Arni, Davide Dragone, Lorenz Götte, Nicolas R. Ziebarth",2021,"This paper investigates the role of biased health perceptions as driving forces of risky health behavior. We define absolute and relative health perception biases, illustrate their measurement in surveys and provide evidence on their relevance. Next, we decompose the theoretical effect into its extensive and intensive margin: When the extensive margin dominates, people (wrongly) believe they are healthy enough to ""afford"" unhealthy behavior. Finally, using three population surveys, we provide robust empirical evidence that respondents who overestimate their health are less likely to exercise and sleep enough, but more likely to eat unhealthily and drink alcohol daily.","Patrick Arni, Davide Dragone, Lorenz Götte, Nicolas R. Ziebarth. 2021: Biased Health Perceptions and Risky Health Behaviors  - Theory and Evidence. Journal of Health Economics 76 102425",02 SSCI Journal,"BASE II, SOEP-IS",http://ftp.iza.org/dp13308.pdf,10.1016/j.jhealeco.2021.102425
soep-is,12101,"Bedingungsloses Grundeinkommen: viel Zustimmung, aber auch große Ablehnung",Jürgen Schupp,2020,"Das bedingungslose Grundeinkommen wird schon seit vielen Jahren diskutiert. Es soll Probleme lösen, die durch den demografischen Wandel, die Digitalisierung und Automation entstehen können. Dabei sind in Hinblick auf die Details ganz unterschiedliche Konzepte Grundlage für die Diskussion. So ist nicht geklärt, welche Höhe ein solches Grundeinkommen haben sollte, welche Sozialleistungen dadurch ersetzt werden können und vor allem, wie es zu finanzieren ist. In der Praxis wurde es als Feldexperiment in Finnland durchgeführt. Hier wurde vor allem die Frage gestellt, inwieweit das Grundeinkommen bei Arbeitslosen Arbeitsanreize auslöst oder schwächt.           Unconditional basic income has been discussed for many years. It is intended to solve problems that may arise as a result of demographic change, digitalisation and automation. Very different concepts form the basis for the discussion. For example, it is not clear what level such a basic income should have, which social benefits it would replace and, above all, how it would to be financed. It was originally carried out as a field experiment in Finland. The main question to be answered: to what extent would basic income trigger or weaken incentives to work?","Jürgen Schupp. 2020: Bedingungsloses Grundeinkommen: viel Zustimmung, aber auch große Ablehnung. Wirtschaftsdienst 100 (2), 112-116",04 Other Journal,SOEP-IS-BUS,https://link.springer.com/content/pdf/10.1007/s10273-020-2580-z.pdf,10.1007/s10273-020-2580-z
soep-is,12112,SOEP Innovation Sample (SOEP-IS),Bettina Zweck,2020,,"Bettina Zweck. 2020: SOEP Innovation Sample (SOEP-IS), in SOEP Group (ed^.), SOEP Annual Report 2019. Berlin: DIW Berlin. 55-62",35 Other DIW Publication,SOEP-IS,http://www.diw.de/documents/publikationen/73/diw_01.c.795906.de/soep_annual_report_2019.pdf,
soep-is,12120,Everyday Experiences in the SOEP Innovation Sample (EE-SOEP-IS):  A Multi-Method Study,"Stefan Siebert, Elisabeth S. Blanke, Annette Brose",2017,,"Stefan Siebert, Elisabeth S. Blanke, Annette Brose. 2017: Everyday Experiences in the SOEP Innovation Sample (EE-SOEP-IS):  A Multi-Method Study. SOEP Wave Report 2016 69-72",35 Other DIW Publication,SOEP-IS,https://www.diw.de/documents/publikationen/73/diw_01.c.560446.de/wave_report_2016.pdf,
soep-is,12181,Mentoring and Schooling Decisions: Causal Evidence,"Armin Falk, Fabian Kosse, Pia Pinger",2020,"Inequality of opportunity strikes when two children with the same academic performance are sent to different quality schools because their parents differ in socio-economic status. Based on a novel dataset for Germany, we demonstrate that children are significantly less likely to enter the academic track if they come from low socio-economic status (SES) families, even after conditioning on prior measures of school performance. We then provide causal evidence that a low-intensity mentoring program can improve long-run education outcomes of low SES children and reduce inequality of opportunity. Low SES children, who were randomly assigned to a mentor for one year are 20 percent more likely to enter a high track program. The mentoring relationship affects both parents and children and has positive long-term implications for children's educational trajectories.","Armin Falk, Fabian Kosse, Pia Pinger. 2020: Mentoring and Schooling Decisions: Causal Evidence. IZA DP No. 13387. Bonn: Institute of Labor Economics (IZA)",30 Discussion Paper,SOEP-Core; SOEP-IS; BIP,http://ftp.iza.org/dp13387.pdf,
soep-is,12241,SOEP-IS 2016 – Methodenbericht zum Befragungsjahr 2016 des Bonn Intervention Panel,"Ingo Leven, Axel Glemser",2020,,"Ingo Leven, Axel Glemser. 2020: SOEP-IS 2016 – Methodenbericht zum Befragungsjahr 2016 des Bonn Intervention Panel. SOEP Survey Papers 883: Series B - Survey Reports (Methodenberichte). Berlin: DIW Berlin / SOEP",35 Other DIW Publication,SOEP-IS,http://www.diw.de/documents/publikationen/73/diw_01.c.800128.de/diw_ssp0883.pdf,
soep-is,12242,SOEP-IS 2015 – Methodenbericht zum Befragungsjahr 2015 des Bonn Intervention Panel,"Anne Bohlender, Axel Glemser",2020,,"Anne Bohlender, Axel Glemser. 2020: SOEP-IS 2015 – Methodenbericht zum Befragungsjahr 2015 des Bonn Intervention Panel. SOEP Survey Papers 882: Series B - Survey Reports (Methodenberichte). Berlin: DIW Berlin / SOEP",,SOEP-IS,http://www.diw.de/documents/publikationen/73/diw_01.c.800126.de/diw_ssp0882.pdf,
soep-is,12243,SOEP-IS 2014 – Methodenbericht zum Befragungsjahr 2014 des Bonn Intervention Panel,"Axel Glemser, Ingo Leven, Kathleen Thümmel",2020,,"Axel Glemser, Ingo Leven, Kathleen Thümmel. 2020: SOEP-IS 2014 – Methodenbericht zum Befragungsjahr 2014 des Bonn Intervention Panel. SOEP Survey Papers 881: Series B - Survey Reports (Methodenberichte). Berlin: DIW Berlin / SOEP",35 Other DIW Publication,SOEP-IS,http://www.diw.de/documents/publikationen/73/diw_01.c.800124.de/diw_ssp0881.pdf,
soep-is,12244,SOEP-IS 2018 – Methodenbericht zum Befragungsjahr 2018 des Bonn Intervention Panel,"Anne Bohlender, Axel Glemser",2020,,"Anne Bohlender, Axel Glemser. 2020: SOEP-IS 2018 – Methodenbericht zum Befragungsjahr 2018 des Bonn Intervention Panel. SOEP Survey Papers 885: Series B - Survey Reports (Methodenberichte). Berlin: DIW Berlin / SOEP",35 Other DIW Publication,SOEP-IS,http://www.diw.de/documents/publikationen/73/diw_01.c.800347.de/diw_ssp0885.pdf,
soep-is,12254,How People Know their Risk Preference,"Ruben Arslan, Martin Bruemmer, Thomas Dohmen, Johanna Drewelies, Ralph Hertwig, Gert G. Wagner",2020,"People differ in their willingness to take risks. Recent work found that revealed preference tasks (e.g., laboratory lotteries)—a dominant class of measures—are outperformed by survey-based stated preferences, which are more stable and predict real-world risk taking across different domains. How can stated preferences, often criticised as inconsequential “cheap talk,” be more valid and predictive than controlled, incentivized lotteries? In our multimethod study, over 3,000 respondents from population samples answered a single widely used and predictive risk-preference question. Respondents then explained the reasoning behind their answer. They tended to recount diagnostic behaviours and experiences, focusing on voluntary, consequential acts and experiences from which they seemed to infer their risk preference. We found that third-party readers of respondents’ brief memories and explanations reached similar inferences about respondents’ preferences, indicating the intersubjective validity of this information. Our results help unpack the self perception behind stated risk preferences that permits people to draw upon their own understanding of what constitutes diagnostic behaviours and experiences, as revealed in high-stakes situations in the real world.","Ruben Arslan, Martin Bruemmer, Thomas Dohmen, Johanna Drewelies, Ralph Hertwig, Gert G. Wagner. 2020: How People Know their Risk Preference. Scientific Reports 10 15365",02 SSCI Journal,"SOEP-IS, SOEP-Base",https://www.nature.com/articles/s41598-020-72077-5.pdf,10.1038/s41598-020-72077-5
soep-is,12255,SOEP-IS 2017 – Methodenbericht zum Befragungsjahr 2017 des Bonn Intervention Panel,"Ingo Leven, Axel Glemser",2020,,"Ingo Leven, Axel Glemser. 2020: SOEP-IS 2017 – Methodenbericht zum Befragungsjahr 2017 des Bonn Intervention Panel. SOEP Survey Papers 884: Series B - Survey Reports (Methodenberichte). Berlin: DIW Berlin / SOEP",35 Other DIW Publication,SOEP-IS,https://www.diw.de/documents/publikationen/73/diw_01.c.800345.de/diw_ssp0884.pdf,
soep-is,12368,"Die drei Arenen der neuen Ungleichheitskonflikte. Eine sozialstrukturelle Positionsbestimmung der Einstellungen zu Umverteilung, Migration und sexueller Diversität","Steffen Mau, Thomas Lux, Fabian Gülzau",2020,"In vielen westlichen Gesellschaften wird die Verteilungsfrage wieder stärker diskutiert. Mit den Debatten um Identitätspolitik und Migration sind aber weitere Konflikte in den Vordergrund getreten, sodass nicht mehr nur materielle Ungleichheitsfragen im Fokus stehen. In den wissenschaftlichen und publizistischen Debatten ist häufig von einer neuen Lagerbildung die Rede, bei der sich die bessergestellten Gruppen für Migration und die Anerkennung von Diversität aussprächen, während die schlechtergestellten Schichten dem ablehnend gegenüberstünden. Damit läge diese Konfliktkonstellation anders als der klassische Verteilungskonflikt, bei dem die oberen Statuslagen eine größere Ungleichheitstoleranz aufweisen als die unteren, eher ungleichheitskritischen Lagen. Im vorliegenden Aufsatz wird ein konzeptioneller Rahmen entwickelt, der über diese Zwei-Lager-Theorie hinausgeht und systematisch zwischen drei Dimensionen der Ungleichheitskonflikte und -einstellungen unterscheidet: (1) die klassischen Oben-Unten-Ungleichheiten, die sich auf die ökonomische Ressourcenverteilung beziehen, (2) die Wir-Sie-Ungleichheiten, die die gesellschaftliche Anerkennung von Diversität umfassen, und (3) die Innen-Außen-Ungleichheiten, die um den Grad an Offenheit gegenüber Zuwanderergruppen kreisen. Auf der Basis der SOEP-Innovations-Stichprobe aus dem Jahr 2017 lässt sich zeigen, dass es sich bei diesen Einstellungen um relativ eigenständige Dimensionen handelt. Beim Thema der ökonomischen Ressourcenverteilung sind dabei die unteren Statuslagen ungleichheitskritischer positioniert als die oberen Lagen; bei den beiden neueren Konfliktthemen ist das Bild jedoch genau umgekehrt. Allerdings sind nur beim Migrationsthema die Einstellungen wirklich polarisiert, ansonsten gibt es wenige Hinweise auf eine klare Lagerbildung, wie sie in der Literatur und der öffentlichen Diskussion oft unterstellt wird.            Many Western societies debate the question of redistribution with revived interest. However, the debates on identity politics and migration brought further social conflicts to the forefront. Academic as well as journalistic contributions often assume a two-camp polarisation in which groups with higher social status endorse migration and diversity against the opposition of groups with lower social status. In this view, the constellation of these new conflicts is at odds with classic conflicts over redistribution, in which higher social status groups typically show a greater tolerance of inequality compared to lower social status groups. The paper develops a conceptual framework that goes beyond the dominant two-camp polarisation theory and systematically distinguishes three dimensions of inequality conflicts and attitudes: firstly, classical up-down inequalities referring to economic redistribution, secondly, us-them inequalities relating to societal recognition of diversity, and thirdly, in-out inequalities concerning openness toward immigrants. Based on the SOEP Innovation Sample 2017, it is demonstrated that these attitudes constitute relatively independent dimensions. Compared to higher social groups, lower social status groups are more critical of economic inequality, while the two new conflicts indicate a reverse picture. However, only attitudes toward migration are substantially polarized, whereas little evidence can be found that points toward the formation of the two distinct cleavages that are frequently assumed in public discourse.","Steffen Mau, Thomas Lux, Fabian Gülzau. 2020: Die drei Arenen der neuen Ungleichheitskonflikte. Eine sozialstrukturelle Positionsbestimmung der Einstellungen zu Umverteilung, Migration und sexueller Diversität. Berliner Journal für Soziologie 30 (3-4), 317-346",02 SSCI Journal,SOEP-IS,https://link.springer.com/article/10.1007/s11609-020-00420-8,10.1007/s11609-020-00420-8
soep-is,12386,Political context is associated with everyday cortisol synchrony in older couples,"Theresa Pauly, Karolina Kolodziejczak, Johanna Drewelies, Denis Gerstorf, Nilam Ram, Christiane A. Hoppmann",2021,"Prior research with predominantly younger to middle-aged samples has demonstrated that couples’ cortisol levels covary throughout the day (cortisol synchrony). Not much is known about cortisol synchrony in old age, and its potential broader societal correlates. The current study investigates associations between the socio-political context and cortisol synchrony as observed in older couples’ daily lives. 160 older German couples (Mage = 72 years, range: 56–89) provided salivary cortisol samples 7 times daily for a 7-day period. Socio-political context was quantified using state-specific voting data from the 2017 German federal election along the left-right political spectrum. Multilevel models controlling for diurnal cortisol rhythm, food intake, sex, age, body mass index, education, and individual-level political orientation revealed evidence for synchrony in partners’ cortisol fluctuations (b = 0.03, p < .001). The extent of cortisol synchrony was moderated by left-right political context, such that older couples living in a federal state placed further right exhibited greater cortisol synchrony than couples living in a federal state placed further left (b = 0.01, p = .015). Findings point to the importance of considering the socio-political context of health-relevant biopsychosocial dynamics in old age. Future research needs to investigate mechanisms underlying such associations, including how politics shape opportunities and motivation for interdependencies that promote better or worse health.","Theresa Pauly, Karolina Kolodziejczak, Johanna Drewelies, Denis Gerstorf, Nilam Ram, Christiane A. Hoppmann. 2021: Political context is associated with everyday cortisol synchrony in older couples. Psychoneuroendocrinology 124 105082",01 SCI Journal,"SOEP-IS, SOEP-CDS",http://www.sciencedirect.com/science/article/pii/S0306453020305059,10.1016/j.psyneuen.2020.105082
soep-is,12409,The experience of ostracism over the adult life span,"Selma C. Rudert, Stefan Janke, Rainer Greifeneder",2020,"Ostracism, that is, being excluded and ignored by others, is a highly painful and threatening experience for individuals. Most empirical research on ostracism has been carried out in the lab or focused on samples in specific contexts. Here, we investigate the effects of age on how individuals experience ostracism within a broad, representative sample of the adult German population (the Socio-Economic Panel). We find a generally negative relation between ostracism and age, such that older adults report experiencing ostracism less frequently. Further analyses show that a particular dip in the ostracism frequency curve around the age of 65 might be at least partly due to leaving the workforce. We further investigate cross-sectional as well as longitudinal effects of age on relations between ostracism frequency and psychological well-being, showing relatively stable associations between ostracism and negative emotions, reduced life satisfaction, as well as dysfunctional social behavior across the adult life span.","Selma C. Rudert, Stefan Janke, Rainer Greifeneder. 2020: The experience of ostracism over the adult life span. Developmental Psychology 56 (10), 1999-2012",02 SSCI Journal,SOEP-IS,,10.1037/dev0001096
soep-is,12425,Age Differences in Self-Continuity in the German Socioeconomic Panel,"Corinna Loeckenhoff, Denis Gerstorf",2020,"Self-continuity, the sense that one’s personal past, present, and future selves are meaningfully connected, is unique to human beings. Self-continuity varies across individuals with higher levels conveying benefits for mental health and well-being, physical health and health-related behaviors, as well as financial planning and moral choices (for a review see Hershfield, 2019). From a developmental point of view, self-continuity emerges over the course of childhood, but less is known about its development in adulthood. Recent evidence indicates that higher chronological age is associated with higher perceived self-continuity among healthy adults. Studies further suggest that age effects are more pronounced for more distant time intervals but fairly symmetrical for past and future (for a review see Loeckenhoff & Rutt, 2017). However, prior work has predominantly relied on U.S. convenience samples raising questions about generalizability to broader population samples as well as cross-national consistency of the findings. To address these concerns, the present study examined self-continuity in the German Socio-Economic Panel (SOEP, 2017 Innovation Sample, n = 1659, aged 18-92, M = 62.8, SD = 18.1, 53% female). In addition to replicating the previously reported positive association between age and self-continuity (r = .17, p < .001) and testing for curvilinear effects, we report on the role of temporal direction (past vs. future), temporal distance (1, 5, and 10 years), and demographic factors (i.e., gender, education, and wealth). The present findings add to the literature on adult age differences in self-continuity. Practical implications and directions for future research are discussed.","Corinna Loeckenhoff, Denis Gerstorf. 2020: Age Differences in Self-Continuity in the German Socioeconomic Panel. Innovation in Aging 4 (Suppl 1), 390-391",,SOEP-IS,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7742031/,10.1093/geroni/igaa057.1257
soep-is,12436,The Effect of Self-Control and Financial Literacy on Impulse Borrowing: Experimental Evidence,"Antonia Grohmann, Jana S. Hamdan",2021,"This paper examines the effect of reduced self-control on impulsive borrowing in a laboratory experiment. We manipulate self-control using an ego depletion task and show that it is effective. Following the ego depletion task, participants can anonymously buy hot drinks on credit. We find no significant average effects, but find that treated individuals that have low financial literacy are more likely to borrow impulsively. We complement our experimental analysis with survey evidence that suggests that people with low self-control have more problems with the repayment of consumer debt. This relationship is, in line with the experimental results, weaker for individuals with high financial literacy.","Antonia Grohmann, Jana S. Hamdan. 2021: The Effect of Self-Control and Financial Literacy on Impulse Borrowing: Experimental Evidence. DIW Discussion Paper 1950. Berlin: DIW Berlin",31 DIW Discussion Paper,SOEP-IS,http://www.diw.de/documents/publikationen/73/diw_01.c.819407.de/dp1950.pdf,
soep-is,12487,"Hilfe- und Pflegetätigkeiten im Lebensverlauf: Wer pflegt, für wen, wo und wie?","Ulrike Ehrlich, Nadiya Kelle",2019,"Pflegende Angehörige sind das Fundament des deutschen Pflegesystems. Durch ihre Betreuungs-, Unterstützungs- und Pflegeleistungen sind sie maßgeblich an der Aufrechterhaltung der Lebensqualität von Älteren, von gesundheitlich stark Beeinträchtigten oder von Menschen mit Behinderung, beteiligt. Da der Mangel an Pflegekräften im professionellen Pflegesektor in absehbarer Zeit nicht zu lösen ist (Hämel & Schaeffer 2013; Bundesministerium für Gesundheit 2018), wird erwartet, dass die familiäre Pflege auf Grund der demografischen Alterung der Bevölkerung zusätzlich an Bedeutung gewinnt (Bundesministerium für Gesundheit 2016). Ein bekanntes Ergebnis aus der Sozialforschung ist, dass Pflegetätigkeiten verstärkt ab dem vierzigsten Lebensjahr übernommen werden (Meng 2013). Jedoch gibt es nur wenig Erkenntnisse über die Ausgestaltung der Pflegetätigkeit von Personen über den Lebensverlauf hinweg. In welcher Lebensphase wird die Pflege von Angehörigen am häufigsten übernommen? Wer sind diese pflegebedürftigen Personen? An welchem Ort findet die Pflege statt? Und wie zeitintensiv ist die Pflegetätigkeit je nach Lebens- beziehungsweise Altersphase? Das vorliegende Fact Sheet nutzt eine neue, innovative Datengrundlage und beantwortet diese bisher zum Teil noch unbeantworteten Fragen.","Ulrike Ehrlich, Nadiya Kelle. 2019: Hilfe- und Pflegetätigkeiten im Lebensverlauf: Wer pflegt, für wen, wo und wie? DZA Fact Sheet. Berlin: Deutsches Zentrum für Altersfragen (DZA)",33 Other Grey Literature,SOEP-IS,https://www.dza.de/fileadmin/dza/pdf/factsheets/FactSheet_Hilfe_und_Pflegetaetigkeiten.pdf,
soep-is,12502,The Wage Penalty of Regional Accents,"Jeffrey Grogger, Andreas Steinmayr, Joachim Winter",2020,"Previous work has documented that speaking one’s native language with an accent distinct from the mainstream is associated with lower wages. In this study, we seek to estimate the causal effect of speaking with a distinctive regional accent, disentangling the effect of the accent from that of omitted variables. We collected data on workers’ speech in Germany, a country with wide variation in regional dialects. We use a variety of strategies in estimation, including an instrumental variables strategy in which the instruments are based on research findings from the linguistics of accent acquisition. All of our estimators show that speaking with a distinctive regional accent reduces wages by an amount that is comparable to the gender wage gap. We also find that workers with distinctive regional accents tend to sort away from occupations that demand high levels of face-to-face contact, consistent with various occupational sorting models.","Jeffrey Grogger, Andreas Steinmayr, Joachim Winter. 2020: The Wage Penalty of Regional Accents. NBER Working Paper 26719. Cambridge, MA: National Bureau of Economic Research",30 Discussion Paper,SOEP-IS,,10.3386/w26719
soep-is,12518,Do Higher Educated People Feel Better in Everyday Life? Insights From a Day Reconstruction Method Study,"Dave Möwisch, Annette Brose, Florian Schmiedek",2021,"Past research has shown a positive association between education and well-being. Much of this research has focused on the cognitive component of well-being (i.e., life satisfaction) as outcome. On the other hand, the affective component, that is, how often and intensively people experience positive affect (PA) and negative affect (NA) in their everyday lives, has received far less attention. Therefore, we examined the association between education and PA and NA in everyday life, with a particular focus on affective experiences at the sub-facet level (based on a structure of NA with multiple factors). We used data from a nationally representative sample (N = 1647) of the German Socioeconomic Panel Innovation Sample (SOEP-IS), employing the Day Reconstruction Method (DRM) to capture affective experiences of everyday activities. Multilevel structural equation models revealed that (1) education was not related to PA, but (2) was positively associated with two sub-facets of NA (mourning/worries and loneliness/boredom); (3) income might in part explain the association between education and NA; (4) education does not particularly seem to serve as a resource in times of unemployment or retirement (i.e., there were no interactions between education and unemployment/retirement regarding well-being) In essence, higher educated people reported fewer negative emotions in everyday life than their lower educated counterparts, but not more positive emotions. The findings underline that different facets of NA, in addition to life satisfaction, are relevant variables related to education and should receive more attention in order to gain a more comprehensive understanding of non-monetary correlates of education.","Dave Möwisch, Annette Brose, Florian Schmiedek. 2021: Do Higher Educated People Feel Better in Everyday Life? Insights From a Day Reconstruction Method Study. Social Indicators Research 153 (1), 227-250",02 SSCI Journal,SOEP-IS,https://doi.org/10.1007/s11205-020-02472-y,10.1007/s11205-020-02472-y
soep-is,12535,Long-run Expectations of Households,"Christoph Breunig, Iuliia Grabova, Peter Haan, Felix Weinhardt, Georg Weizsäcker",2021,"The rational expectations assumption, e.g. in life-cycle models and portfolio-choice models, prescribes agents to have model-consistent beliefs and to avoid systematic prediction errors. In reality, justiﬁcation and identiﬁcation of expectations are nontrivial. One way to solve this problem is to elicit expectations collecting survey data. We utilize the German SOEP Innovation Sample to analyze short-run and long-run expectations of households in three diﬀerent domains: stock market, labor market and housing market. Our main contribution to the existing literature is that we study expectations about price developments over longer periods, which is of central relevance since many important economic decisions of households concern the long run. Previous studies have mainly focused on short-run or medium-run expectations. We document that while expectations about wages are similar to historical values, the long-run expectations about the developments of the stock market index and about house prices are strongly pessimistic. In the case of the stock market, respondents expect only a small percentage of historical growth. We also observe substantial heterogeneity of expectations by socio-economic background.","Christoph Breunig, Iuliia Grabova, Peter Haan, Felix Weinhardt, Georg Weizsäcker. 2021: Long-run Expectations of Households. Journal of Behavioral and Experimental Finance 31 (September 2021), 100535",021 ESCI Journal,SOEP-IS,,10.1016/j.jbef.2021.100535
soep-is,12563,Prevalence and Correlates of Individuals Screening Positive for Depression and Anxiety on the PHQ-4 in the German General Population: Findings from the Nationally Representative German Socio-Economic Panel (GSOEP),"André Hajek, Hans-Helmut König",2020,"Our aim was to estimate the prevalence and correlates of probable depression and anxiety in the general adult population in Germany. Repeated cross-sectional data (i.e., cross-sectional data observed at different time points: year 2012 and year 2014) were derived from the innovation sample of the German Socio-Economic Panel, a population-based study of German households. The validated Patient Health Questionnaire (PHQ-4) was used to measure probable depression and anxiety. In the analytical sample, n equaled 2952 individuals. According to the PHQ-4 cut-off values, 10.4% of the individuals had probable depression and 9.8% of the individuals had probable anxiety. Regressions revealed that the likelihood of depression was positively associated with lower age (OR: 0.98 (95% CI: 0.98–0.99)), being unmarried (and living together with spouse) (OR: 0.75 (0.58–0.98)), worse self-rated health (OR: 1.99 (1.73–2.27)), and more chronic diseases (OR: 1.18 (1.07–1.31)). Furthermore, the likelihood of anxiety was positively associated with being female (OR: 1.36 (95% CI: 1.04–1.76)), lower age (OR: 0.98 (95% CI: 0.97–0.99)), low education (medium education, OR: 0.69 (0.50–0.95)), worse self-rated health (OR: 2.00 (1.74–2.30)), and more chronic diseases (OR: 1.15 (1.03–1.27)). The magnitude of depression and anxiety was highlighted. Clinicians should be aware of the factors associated with probable depression and anxiety.","André Hajek, Hans-Helmut König. 2020: Prevalence and Correlates of Individuals Screening Positive for Depression and Anxiety on the PHQ-4 in the German General Population: Findings from the Nationally Representative German Socio-Economic Panel (GSOEP). International Journal of Environmental Research and Public Health 17 (21), 7865",02 SSCI Journal,SOEP-IS,https://www.mdpi.com/1660-4601/17/21/7865/pdf,10.3390/ijerph17217865
soep-is,12565,"Depression, Neuroticism and 2D:4D Ratio: Evidence from a Large, Representative Sample","Leopold Maria Lautenbacher, Levent Neyse",2020,"A body of literature reports higher rates of depression and neuroticism in female samples compared to male samples. Numerous studies have investigated the role of prenatal sex hormone exposure in this sex difference, using the ratio between the second and fourth digit of the hand (“2D:4D”) as a putative marker. However, the sample sizes of those studies were mostly small and results remained inconclusive. The aim of the present study is to test the suggested associations between depression, neuroticism and the 2D:4D ratio in a large, representative sample of over 3,000 German individuals. It was hypothesized that a higher 2D:4D (supposedly representing a more “feminine” prenatal hormone exposure) would positively predict (1) one’s history of depression as well as (2) neuroticism rates and (3) acute depressive symptom scores. Controlling for biological sex, we only found suggestive evidence for linear associations with neuroticism in the case of left hand 2D:4D ratios and the mean 2D:4D of both hands. However, additional analyses indicated that these results may have been spurious due to confounding. Our findings suggest that the 2D:4D ratio is not a relevant predictor of depression, while there was mixed evidence in the case of neuroticism.","Leopold Maria Lautenbacher, Levent Neyse. 2020: Depression, Neuroticism and 2D:4D Ratio: Evidence from a Large, Representative Sample. Scientific Reports 10 11136",01 SCI Journal,SOEP-IS,https://www.nature.com/articles/s41598-020-67882-x.pdf,10.1038/s41598-020-67882-x
soep-is,12609,Poverty and limited attention,"Stefanie Y. Schmitt, Markus G. Schlatterer",2021,"In this article, we analyze whether the financial strain of poverty systematically alters the allocation of attention. We address two types of attention: attention to unexpectedly occurring events and attention to primary tasks that require focus. We show that the poor are significantly more likely than the rich to notice unexpected events. In addition, we do not find robust evidence that poverty increases the likelihood of noticing the unexpected events at the expense of attention to the primary task.","Stefanie Y. Schmitt, Markus G. Schlatterer. 2021: Poverty and limited attention. Economics & Human Biology 41 100987",01 SCI Journal,SOEP-IS,,10.1016/j.ehb.2021.100987
soep-is,12614,The shape of emotion regulation: Trait emotion regulation as density distributions of states,"Elisabeth S. Blanke, Elise K. Kalokerinos, Michaela Riediger, Annette Brose",2020,"The Density Distribution approach to personality characterizes traits using both mean levels and within-person variability of behaviors. Recent theory highlights that emotion regulation (ER) is inherently variable, and this Density Distribution approach seems particularly suitable to understand both average tendencies and dynamics of ER as person-specific characteristics. However, there is not yet empirical evidence for this suggestion. To fill this gap, we investigated the reliability of density distribution information gathered from repeated assessments of state ER (within-person mean levels and standard deviations). Specifically, we studied the reliability of ER strategy use in terms of internal consistency and short- and long-term stability within and across two waves of experience sampling (N = 153, M = 70 measurement occasions). Across both average tendencies and within-person variation, we found that individuals used different ER strategies relatively consistently. Overall, within-person ER mean levels and standard deviations were stable within and across the waves. Taken together, this suggests that the person-specific overall pattern of ER use in daily life is captured reliably using experience-sampling methodology (ESM). (PsycInfo Database Record (c) 2020 APA, all rights reserved)","Elisabeth S. Blanke, Elise K. Kalokerinos, Michaela Riediger, Annette Brose. 2020: The shape of emotion regulation: Trait emotion regulation as density distributions of states. European Journal of Psychological Assessment 36 (3), 447-455",02 SSCI Journal,SOEP-IS,,10.1027/1015-5759/a000586
