study,instrument,name,item,text,text_de,answer_list,instruction,instruction_de,description,description_de,filter,goto,concept,scale
soep-is,soep-is-2017-f,Q524,pfsno_xx2,No answer,Keine Angabe,,,,,,,,pfsno_xx2,
soep-is,soep-is-2017-f,Q524,pfsso,"Other family changes, in fact:","Sonstige familiäre Veränderung, und zwar:",,,,,,,,pfsso,
soep-is,soep-is-2017-f,Q525,1,"What year and month did this change in your family situation take place? 
[Mentioned other family-related change]","In welchem Jahr und in welchem Monat fand diese Änderung Ihrer familiären Situation statt?
[Genannte sonstige familiäre Änderung]",,The reported date must not be after the date of the interview! ([Month of interview]/[Year of interview]),Eingabe nicht später als Befragungsdatum! ([Monat der Befragung]/[Befragungsjahr]),,,,,,
soep-is,soep-is-2017-f,Q525,pfs_YY1,"2017, in the month",2017 im Monat,,,,,,,,pfs_YY1,
soep-is,soep-is-2017-f,Q525,pfs_YY2,"2016, in the month",2016 im Monat,,,,,,,,pfs_YY2,
soep-is,soep-is-2017-f,Q525,pfs_x2,-----------------------------,-----------------------------,16,,,,,,,pfs_x2,
soep-is,soep-is-2017-f,UE134,1,Innovation module on expectations toward the future,Innomodul Erwartungen an die Zukunft,,,,,,,,,
soep-is,soep-is-2017-f,Q526,1,Now we would like to talk to you about your expectations regarding the future.,Nun möchte ich mich gerne mit Ihnen über Ihre Erwartungen an die Zukunft unterhalten.,,,,,,,,,
soep-is,soep-is-2017-f,Q527,1,I will read several statements aloud. Please tell me to what extent these statements apply to you.,"Ich lese Ihnen hierzu eine Reihe von Aussagen vor.
Bitte sagen Sie mir, inwiefern diese Aussagen auf Sie zutreffen.",,Please answer on a scale from 1 to 5. The value of 1 means „Does not apply at all“. The value 5 means „Fully applies“. You can use the values in between to make your estimate. Show list 527!,"Antworten Sie bitte anhand einer Skala von 1 bis 5.
Der Wert 1 bedeutet ""trifft überhaupt nicht zu"".
Der Wert 5 bedeutet ""trifft voll zu"".
Mit den Werten zwischen 1 und 5 können Sie Ihre Einschätzung abstufen.

 Bitte Liste 527 vorlegen!",,,,,,
soep-is,soep-is-2017-f,Q527,izp1,Many opportunities await me in the future.,Auf mich warten viele Möglichkeiten in der Zukunft.,3760+16,,,,,,,izp1,
soep-is,soep-is-2017-f,Q527,izp2,My future is filled with possibilities.,Meine Zukunft ist voller Möglichkeiten.,3760+16,,,,,,,izp2,
soep-is,soep-is-2017-f,Q527,izp3,I have the sense that time is running out.,"Ich habe das Gefühl, dass meine Zeit abläuft.",3760+16,,,,,,,izp3,
soep-is,soep-is-2017-f,Q527,izp4,"As I get older, I begin to experience that time is limited.","Mit zunehmendem Alter beginne ich, die Zeit als begrenzt zu erleben.",3760+16,,,,,,,izp4,
soep-is,soep-is-2017-f,UE135,1,Innovation module on past and future self,Innomodul Vergangenes und zukünftiges Selbst,,,,,,,,,
soep-is,soep-is-2017-f,Q528,1,"Now we would like to know who similar you feel to your past and future self.
So, how similar do you feel to the person you have been in the past and the person you will be in the future? You will small pictures illustrating similarity between your current self and your past or future self. For each of the following time frames, please choose the picture that fits you best.","Nun geht es darum, wie ähnlich sie sich Ihrem zukünftigen oder vergangenen Selbst fühlen.
Wie ähnlich fühlen Sie sich also der Person, die Sie in der Vergangenheit waren, und der Person, die Sie in Zukunft sein werden? Sie werden gleich kleine Bilder sehen, die die Ähnlichkeit zwischen Ihrem gegenwärtigen Selbst und Ihrem vergangenen oder zukünftigen Selbst darstellen. Bitte wählen Sie daraus für jeden der folgenden Zeiträume das passende Bild für sich aus.",,"Upon inquiry:
Past: What are the personality features, attitudes, values and life goals that make you the person you are today?
The greater the change in these characteristics has been over time, the lower you should rate the similarity to your past self.
Future: What are the personality features, attitudes, values and life goals that make you the person you are today? The greater you expect the change in these characteristics to be over time, the lower you should rate the similarity to your future self. 

Please turn around the laptop so that the respondent can look at the screen for the following six questions concerning the past and future self. Please also show list 528!","Bei Rückfragen/Verständnisschwierigkeiten:
Vergangenheit: Was sind die Persönlichkeitseigenschaften,
Einstellungen, Werte, und Lebensziele, die Sie zu der Person machen, die Sie heute sind?
Je mehr sich diese Eigenschaften im Laufe der Zeit verändert haben, um so niedriger sollten
Sie die Ähnlichkeit mit Ihrem vergangenen Selbst bewerten.
Zukunft: Was sind die Persönlichkeitseigenschaften, Einstellungen, Werte, und Lebensziele,
die Sie zu der Person machen, die Sie heute sind? Je mehr Sie erwarten, dass sich diese Eigenschaften
im Laufe der Zeit verändern werden, um so niedriger sollten Sie die Ähnlichkeit mit Ihrem
zukünftigen Selbst bewerten.

 Bitte drehen Sie den Laptop so, dass die/der Befragte bei den nächsten sechs Fragen
zum vergangenen und zukünftigen Selbst mit auf den Bildschirm schauen kann.
Zusätzlich bitte Liste 528 vorlegen!",,,,,,
soep-is,soep-is-2017-f,Q119912,1,"[Q529/Q530/Q531] How similar are you to your past self? Please choose the corresponding picture.
Current self = as of today Past self = [1 year ago/5 years ago/10 years ago]
Please click to rate how much similarity you see between your current self and your past self.
PICT ""C:\capiclient\TemplateRelatedFiles\TemplateRelatedFiles\Inno17I\GrafikVer.png""","[Q529/Q530/Q531] Wie ähnlich sind Sie Ihrem vergangenen Selbst? Bitte wählen Sie das entsprechende Bild aus. Gegenwärtiges Selbst = am heutigen Tag Vergangenes Selbst = [vor 1 Jahr/vor 5 Jahren/vor 10 Jahren] Klicken Sie bitte an, wie viel Ähnlichkeit Sie zwischen Ihrem gegenwärtigen Selbst und Ihrem vergangenen Selbst sehen.
PICT ""C:\capiclient\TemplateRelatedFiles\TemplateRelatedFiles\Inno17I\GrafikVer.png""",,Please answer on a scale from 1 to 7. The value of 1 means „not similar at all“. The value 7 means „completely similar“. You can use the values in between to make your estimate.,"Antworten Sie bitte anhand einer Skala von 1 bis 7.
Der Wert 1 bedeutet ""gar nicht ähnlich"".
Der Wert 7 bedeutet ""vollkommen ähnlich"".
Mit den Werten zwischen 1 und 7 können Sie Ihre Meinung abstufen.",,,,,,
soep-is,soep-is-2017-f,Q119912,iselbst__1_2_3,,,3873+16,,,,,,,iselbst__1_2_3,
soep-is,soep-is-2017-f,Q119913,1,"[Q532/Q533/Q534] How similar are you to your future self? Please choose the corresponding picture.
Current self = as of today Future self = [1 year ago/5 years ago/10 years ago]Zu
Please click to rate how much similarity you see between your current self and your future self.
PICT ""C:\capiclient\TemplateRelatedFiles\TemplateRelatedFiles\Inno17I\Grafik.png""","[Q532/Q533/Q534] Wie ähnlich sind Sie Ihrem zukünftigen Selbst? Bitte wählen Sie das entsprechende Bild aus. Gegenwärtiges Selbst = am heutigen Tag Zukünftiges Selbst = [in 1 Jahr/in 5 Jahren/in 10 Jahren] Klicken Sie bitte an, wie viel Ähnlichkeit Sie zwischen Ihrem gegenwärtigen Selbst und Ihrem zukünftigen Selbst sehen.
PICT ""C:\capiclient\TemplateRelatedFiles\TemplateRelatedFiles\Inno17I\Grafik.png""",,Please answer on a scale from 1 to 7. The value of 1 means „not similar at all“. The value 7 means „completely similar“. You can use the values in between to make your estimate.,"Antworten Sie bitte anhand einer Skala von 1 bis 7.
Der Wert 1 bedeutet ""gar nicht ähnlich"".
Der Wert 7 bedeutet ""vollkommen ähnlich"".
Mit den Werten zwischen 1 und 7 können Sie Ihre Meinung abstufen.",,,,,,
soep-is,soep-is-2017-f,Q119913,iselbst__4_5_6,,,3873+16,,,,,,,iselbst__4_5_6,
soep-is,soep-is-2017-f,Q119914,1,,,,Please turn back the laptop to your interviewer.,Bitte drehen Sie den Laptop wieder zurück zu Ihrem Interviewer / Ihrer Interviewerin.,,,,,,
soep-is,soep-is-2017-f,Q536,1,"In conclusion, we would like to ask you about your satisfaction with your life in general. How satisfied are you with your life, all things considered?","Nun möchten wir Sie noch nach Ihrer Zufriedenheit mit Ihrem Leben insgesamt fragen.
Wie zufrieden sind Sie gegenwärtig, alles in allem, mit Ihrem Leben?",,"Please answer on a scale from 0 to 10, where 0 means ""completely dissatisfied"" and 10 means ""completely satisfied"". 
You can use the values in between to make your estimate.

Please show list 536!","Antworten Sie bitte anhand der folgenden Skala, bei der ""0"" ganz und gar unzufrieden,
""10"" ganz und gar zufrieden bedeutet.
Mit den Werten zwischen ""0"" und ""10"" können Sie Ihre Meinung abstufen.
 Bitte Liste 536 vorlegen!",,,,,,
soep-is,soep-is-2017-f,Q536,pzule1,completely dissatisfied...completely satisfied,ganz und gar unzufrieden...ganz und gar zufrieden,24+16,,,,,,,pzule1,
soep-is,soep-is-2017-f,Q803b,si14_xx2,,,3753+16,"Caution: the following questions are only meant for you, the interviewer.
Do not let participants look at the screen under any circumstance!

How would you rate the way of speaking of the participant during the interview so far?","Achtung: diese Fragen gelten nur Ihnen als Interviewer.
Bitte Befragten keinesfalls mit auf den Bildschirm schauen lassen!

  Wie würden Sie die Sprache des Befragten während des bisherigen Interviews einschätzen?",,,,,si14_xx2,
soep-is,soep-is-2017-f,Q804b,si14b_xx2,,,3754+16,"Regardless of any regional dialects, how would you rate the eloquence of the participant?","Unabhängig von der regionalen Färbung, wie würden Sie die Redegewandtheit des Befragten einschätzen?",,,,,si14b_xx2,
soep-is,soep-is-2017-f,Q805b,si15_xx2,,,3753+16,How would you rate your own way of speaking in general?,Wie würden Sie Ihre eigene Sprache im Allgemeinen einschätzen?,,,,,si15_xx2,
soep-is,soep-is-2017-f,Q806b,si15b_xx2,,,3753+16,How would you rate your own way of speaking during the interview?,Wie würden Sie Ihre eigene Sprache während dieses Interviews einschätzen?,,,,,si15b_xx2,
soep-is,soep-is-2017-f,Q45127,1,,,,We have finished the questions evaluating your own and the interviewee's language. Please click 'next' to continue the regular interview.,"Die Fragen zur Einschätzung Ihrer eigenen Sprache und der Sprache des Befragten sind nun beendet. Bitte klicken Sie auf ""Weiter"" und fahren Sie mit dem normalen Interview fort.",,,,,,
soep-is,soep-is-2017-f,Q111111998,1,"Are there any further notes related to the interview?
MITTEILUNG","Gibt es noch sonstige Hinweise zum Interview?
MITTEILUNG",,"In keywords, please.",Bitte in Stichworten!,,,,,,
soep-is,soep-is-2017-f,Q111111998,ptext,,,,"If there are no further notes, please click on the top!","Falls keine weiteren Hinweise, bitte oben anklicken!",,,,,ptext,
soep-is,soep-is-2017-f,Q980847,incentiveauswahl,TEST,TEST,3874+,,,,,,,incentiveauswahl,
soep-is,soep-is-2017-f,Q980854,sach,,,1+,Give non-cash gift:,Sachgeschenk übergeben:,,,,,sach,
soep-is,soep-is-2017-f,Q9808551,1,Incentivation: [[Amount]€ in module vase to luck/] [[high/low]€ financial decision 'lottery'/] [[Amount]€ income distribution] Sum of all innovative modules: [Amount]€,Incentivierung Innovationsmodule: [[Betrag] € Modul Vase zum Glück/] [[hoch/niedrig] € finanzielle Entscheidung 'Lotterie'/] [[Anzahl] € Einkommensverteilung] Summe aller Innovationsmodule: [Betrag] €,,,,,,,,,
soep-is,soep-is-2017-f,Q9143514,gewinnverteilung1,Prize from the module 'financial decisions' (result of the lottery):,Gewinn aus dem Modul Finanzielle Entscheidungen (das Ergebnis der Lotterie):,,,,,,,,gewinnverteilung1,
soep-is,soep-is-2017-f,Q9143514,gewinnverteilung2,Amount that I want to give to another SOEP-household (from the module on income distribution),"Modul Einkommensverteilung Betrag, den ich anderem SOEP-Haushalt geben möchte:",,,,,,,,gewinnverteilung2,
soep-is,soep-is-2017-f,Q9143514,gewinnverteilung3,Amount that I don't want to give to another SOEP-household but to keep for myself (from the module on income distribution),"Modul Einkommensverteilung Betrag, den ich nicht anderem SOEP-Haushalt geben möchte, sondern selbst behalten möchte:",,,,,,,,gewinnverteilung3,
soep-is,soep-is-2017-f,Q9143514,gewinnverteilung4,Amount that I want to give to another household in Kenia/Uganda (from the module on income distribution),"Modul Einkommensverteilung Betrag, den ich Haushalt in Kenia/Uganda geben möchte:",,,,,,,,gewinnverteilung4,
soep-is,soep-is-2017-f,Q9143514,gewinnverteilung5,Amount that I don't want to give to another household in Kenia/Uganda but to keep for myself (from the module on income distribution),"Modul Einkommensverteilung Betrag, den ich nicht Haushalt in Kenia/Uganda geben möchte, sondern selbst behalten möchte:",,,,,,,,gewinnverteilung5,
soep-is,soep-is-2017-f,Q9143514,gewinnverteilung6,Prize from 'Vase to luck':,Gewinn aus Vase zum Glück:,,,,,,,,gewinnverteilung6,
soep-is,soep-is-2017-f,Q9143514,gewinnverteilung7,Total profit from all incentive modules:,Gesamtgewinn aller Incentivemodule insgesamt:,,,,,,,,gewinnverteilung7,
soep-is,soep-is-2017-f,Q9143514,gewinnverteilung8,Total profit from all incentive modules that will paid in cash:,"Gesamtgewinn aller Incentivemodule, der bar ausbezahlt wird:",,,,,,,,gewinnverteilung8,
soep-is,soep-is-2017-f,Q9143514,gewinnverteilung9,Total profit from all incentive modules that will paid per cheque:,"Gesamtgewinn aller Incentivemodule, der per Scheck ausbezahlt wird:",,,,,,,,gewinnverteilung9,
soep-is,soep-is-2017-f,Q980855,paid,SOEP standard incentive: [15/10] EUR [Incentivation Innovation Module: € [Amount]. Please pay [Total sum less than 30] euros to the interviewee./The amount to pay is above 30 euros. The interviewee will receive a crossed cheque next month from Kantar Public. Please pay now  [15/10] euros that is the normal incentive from SOEP.],SOEP-Standard-Incentivierung: [15/10] € [Incentivierung Innovationsmodule: [Betrag] €. Bitte zahlen Sie der Befragungsperson [Gesamtsumme unter 30] Euro aus./Der Betrag aus den Innovationsmodulen liegt über 30 Euro. Der Befragungsperson wird im nächsten Monat ein Verrechnungsscheck in Höhe von [Betrag] Euro von Kantar Public zugeschickt. Zahlen Sie bitte jetzt die SOEP-Standard-Incentivierung in Höhe von [15/10] Euro aus./],3875+,Give incentive (in EUR):,Incentive (in €) übergeben:,,,,,paid,
soep-is,soep-is-2017-f,Q990002,uebergabeiver,,,3876+,"Hereby I certify that I have received the money and material gifts.
The stated information is confidential and will not be available in any form for a third party.
We keep the information for internal verification for 12 months.","Hiermit bestätige ich die Übergabe (Geldbeträge und Sachgeschenke).
Die angegebenen Daten sind vertraulich, sie werden Dritten in keiner Weise zugänglich gemacht.
Für interne Nachweise werden die Daten 12 Monate aufbewahrt und anschließend gelöscht/vernichtet.",,,,,uebergabeiver,
soep-is,soep-is-2017-f,Q980856,1,"Sum in Euro: [Amount] I hereby confirm receiving an incentive.
Given incentive:","Betrag in Euro: [Betrag] Hier mit bestätige ich den Erhalt eines Incentives.
Incentive übergeben:",,The given information will be handled confidentially and not made accessible to third parties except if there is a legal or regulatory obligation. The information will only be kept for internal controls for 12 months and will be deleted afterwards.,"Die angegebenen Daten werden von uns vertraulich behandelt, sie werden Dritten in keiner Weise
zugänglich gemacht, es sei denn, es besteht eine gesetzliche oder behördliche Verpflichtung.
Die Daten werden ausschließlich für interne Kontrollen 12 Monaten aufbewahrt und 
anschließend gelöscht/vernichtet.",,,,,,
soep-is,soep-is-2017-f,Q980856,signedzpo,Signature recipient:,Unterschrift Empfänger:,,,,,,,,signedzpo,
soep-is,soep-is-2017-f,Q980856,signedzp,Responden refused to sign,ZP hat Unterschrift verweigert,,,,,,,,signedzp,
soep-is,soep-is-2017-f,Q980859,signednachfrage,Could you provide a written receipt of your signature concerning the incentive?,Würden Sie mir die Unterschrift für das Incentive auf Papier quittieren?,3877+,,,,,,,signednachfrage,
soep-is,soep-is-2017-f,Q980857,signed,,,3878+,The interviewee refused to sign:,Die Zielperson hat die Unterschrift verweigert:,,,,,signed,
soep-is,soep-is-2017-f,Q980858,signediver,,,3879+,I confirm the correctness of the previously made statements.,Ich bestätige die Richtigkeit der zuvor gemachten Angaben.,,,,,signediver,
soep-is,soep-is-2017-f,Q537,1,"Thank you for the interview!
The interview is now finished for the participant.
The following question is only meant for you, the interviewer.
Please make sure that the participant can not look at the screen.","Vielen Dank für das Interview!
Die Befragung ist nun für die Zielperson beendet.
Die folgende Frage gilt ausschließlich Ihnen als Interviewer.
Bitte stellen Sie sicher, dass die Zielperson hier nicht auf den Bildschirm schauen kann.",,,,,,,,,
soep-is,soep-is-2017-f,UE136,1,"Innovation module on language II - Part 1 - Split B for HH,1 and all HH,2","Innomodul Sprache II - Teil I - Split B aus HH,1 und alle HH,2",,,,,,,,,
soep-is,soep-is-2017-f,Q111111999,1,"The innovation questionnaire is finished. Thank you for your cooperation!
Duration of interview:","Der Innovationsfragebogen ist zu Ende.
Vielen Dank für Ihre Mitarbeit!
Interviewdauer:",,,,,,,,,
soep-is,soep-is-2017-f,Q111111999,end,The interview for this questionnaire took ... minutes,Das Interview für diesen Fragebogen dauerte: ... Minuten,,,,,,,,end,
soep-is,soep-is-2017-f,Q1199993,1,Please state briefly how the deviation of the duration could happen.,"Bitte geben Sie kurz an, wie die Abweichung zur Interviewdauer zustande kommt.",,,,,,,,,
soep-is,soep-is-2017-f,Q1199993,ira00b_,-----------------------------,-----------------------------,16,,,,,,,ira00b_,
soep-is,soep-is-2016-a,Title1,,"Living in Germany
Survey 2016
Project 112513 - Wave 1
Innovation survey continuation","Leben in Deutschland
Befragung 2016
Projekt 112513 – Welle 1
Innovationserhebung Aufstockung",,,,,,,,,
soep-is,soep-is-2016-a,Zeitstart,,Attention!,Achtung!,,"By pushing the button, the time measurement starts for the current interview.

The time measurement stops with a response to the last question.","Mit dem Anklicken des Buttons beginnt die automatische Zeitmessung für das aktuelle Interview.

Die Zeitmessung ist beendet mit der Beantwortung der letzten inhaltlichen Frage.",,,,,,
soep-is,soep-is-2016-a,Zeitstart2,,Start time:,Anfangszeit:,,,,,,,,,
soep-is,soep-is-2016-a,A000,1,"Project 112513 – wave 1 – innovation survey continuation – questionnaire
Valid area of list numbers: 6501 to 6750 / 6900 (for test interviews 9999)","Projekt 112513 – Welle 1 Innovationserhebung Aufstockung – Fragebogen
Gültiger Listennummernbereich: 6501 bis 6750 (für Testinterviews 9999)",,"Please take the information from ""My Infratest"" respectively the ""household information"":",Bitte aus „Mein Infratest“ bzw. den „Haushaltsinformationen“ übertragen:,,,,,,
soep-is,soep-is-2016-a,A000,2,List number,Listennummer:,,"Four-digit, e.g. 6015","vierstellig, z.B. 6015",,,,,,
soep-is,soep-is-2016-a,A000,3,Consecutive Number,Laufende Nummer:,,"Three-digit, e.g. 007","dreistellig, z.B. 007",,,,,,
soep-is,soep-is-2016-a,A000A,,"Which person of the household <household number> you want to interview?

Person number / name / year of birth / sex","Welche Person im Haushalt <Haushaltsnummer> wollen Sie befragen?

Personennummer / Name / Geburtsjahr / Geschlecht",664+,,,,,,,,
soep-is,soep-is-2016-a,B1,,Begin / Screening,Einstieg / Screening,,,,,,,,,
soep-is,soep-is-2016-a,Q1000,lela,New respondent,Neu zu befragende Person,1+,"Is generated automatically with the creation of a new person, using info from the panel file (with the first survey of adolescent).",Wird anhand der Infos aus der Paneldatei (bei erstmals zu befragenden Jugendlichen) bzw. beim Anlegen einer neuen Person automatisch generiert.,,,,,lela,
soep-is,soep-is-2016-a,Q4000,name,First name of respondent,Vorname der Befragungsperson,,,,,,,,name,
soep-is,soep-is-2016-a,Q5000,lsex,What was your occupational status before moving to Germany?,Bitte machen Sie folgende Angaben zur Zielperson:,2+16,Please answer for your last job before moving.,,,,,,lsex,
soep-is,soep-is-2016-a,Q6000,lgeb,In which year are you born?,In welchem Jahr sind Sie geboren?,,,,,,,,lgeb,
soep-is,soep-is-2016-a,Q7000,lgebmo,In which month are you born?,Und in welchem Monat sind Sie geboren?,,,,,,,,lgebmo,
soep-is,soep-is-2016-a,Q1,hh,Is the respondent respectively the person who answers the questions about the household the head of household?,"Ist die Befragungsperson der Haushaltsvorstand beziehungsweise die Person, die die Fragen zum Haushalt beantwortet?",120+,"The questions on the household should be answered by the person who knows most about the issues of the complete household and the other household members.

Important Note: The questions on the household have to be filled out once for each household. Without this question part all other questions would be useless for data analysis!","Die Fragen zum Haushalt soll diejenige Person beantworten,die am besten über die Belange des Gesamthaushalts und der anderen Haushaltsmitglieder Auskunft geben kann.

Sofern bekannt, ist diese Person in Mein Infratest bzw. den Haushaltsinformationen mit * gekennzeichnet.


Wichtiger Hinweis: Die Fragen zum Haushalt müssen grundsätzlich für jeden Haushalt einmal ausgefüllt werden. Ohne diesen Fragenteil sind alle anderen Fragen für die Datenauswertung unbrauchbar!",,,,,hh,
soep-is,soep-is-2016-a,B2,,Household questionnaire,Haushaltsfragebogen,,,,,,,,,
soep-is,soep-is-2016-a,Q2,,We'll start with questions about your household as a whole.,Zunächst geht es um Fragen zu Ihrem Haushalt als Ganzen.,,,,,,,,,
soep-is,soep-is-2016-a,Q3,,"It is important to verify any change of the housing situation before the response of questions on the household. The first question is about the household composition, hence whether the persons of your household are the same and as well in the same dwelling.","Für die Beantwortung der Fragen zum Haushalt ist es wichtig zu klären, ob sich seit der letzten Befragung des Haushalts eine Veränderung der Wohnsituation ergeben hat, oder ob alles gleich geblieben ist. 

Bei der ersten Frage geht es um die Haushaltszusammensetzung, also ob es sich um die gleichen Personen, in der gleichen Wohnung handelt.",,Please show list 3!,Bitte Liste 3 vorlegen!,,,,,,
soep-is,soep-is-2016-a,Q3,hhsit,What applies to your household?,Was trifft auf ihren Haushalt zu?,2015+,,,,,,,hhsit,
soep-is,soep-is-2016-a,B3,,Dwelling,Wohnhaus und Wohnung,,,,,,,,,
soep-is,soep-is-2016-a,Q4,,When did you move into this dwelling?,Seit wann leben Sie in dieser Wohnung?,,,,,,,,,
soep-is,soep-is-2016-a,Q4,hwj,Year …,Jahr …,,,,,,,,hwj_hwm,
soep-is,soep-is-2016-a,Q4,hwm,Month …,Monat …,,,,,,,,hwj_hwm,
soep-is,soep-is-2016-a,Q5,hhtyp,What kind of a house is it in which you live?,"Was ist das für ein Haustyp, in dem Sie hier wohnen?",2016+16,Please show list 5!,Bitte Liste 5 vorlegen!,,,,,hhtyp,
soep-is,soep-is-2016-a,Q6,,"Is it a rooming house, guesthouse, or a similar accommodation?","Handelt es sich um ein Wohnheim, eine Pension oder eine ähnliche Unterkunft?",4+,,,,,,,hheim,
soep-is,soep-is-2016-a,Q7,hwohn09,"When, approximately, was the building built in which your dwelling is located?","Wann wurde das Haus, in dem ihre Wohnung liegt, etwa erbaut?",2017+16,Please show list 7!,Bitte Liste 7 vorlegen!,,,,,hwohn09,
soep-is,soep-is-2016-a,Q8_1972,hwohn09a_xx1,Can you provide the exact year in which the building was built?,"Können Sie das Jahr, in dem das Haus erbaut wurde, auch genau nennen?",674+16,,,,,,,hwohn09a,
soep-is,soep-is-2016-a,Q8_1981,hwohn09a_xx2,Can you provide the exact year in which the building was built?,"Können Sie das Jahr, in dem das Haus erbaut wurde, auch genau nennen?",675+16,,,,,,,hwohn09a,
soep-is,soep-is-2016-a,Q8_1991,hwohn09a_xx3,Can you provide the exact year in which the building was built?,"Können Sie das Jahr, in dem das Haus erbaut wurde, auch genau nennen?",676+16,,,,,,,hwohn09a,
soep-is,soep-is-2016-a,Q8_2001,hwohn09a_xx4,Can you provide the exact year in which the building was built?,"Können Sie das Jahr, in dem das Haus erbaut wurde, auch genau nennen?",677+16,,,,,,,hwohn09a,
soep-is,soep-is-2016-a,Q8_2011,hwohn09a_xx5,Can you also provide the exact year in which the building was built?,"Können sie das Jahr, in dem das Haus erbaut wurde, auch genau nennen?",2018+16,,,,,,,hwohn09a,
soep-is,soep-is-2016-a,Q10,,How large is the total living space in this flat?,Wie groß ist die Wohnfläche dieser Wohnung insgesamt?,,,,,,,,,
soep-is,soep-is-2016-a,Q10,hqm,sqm,qm,,,,,,,,hqm,
soep-is,soep-is-2016-a,Q11,hm01,"The next questions deal with the costs of living in your dwelling. 

First the question: Are you living in the dwelling as ...","Die folgenden Fragen beziehen sich auf die Kosten des Wohnens

Zunächst die Frage:

Bewohnen sie diese Wohnung als …",128+,For rentfree right of abode or usufruct please enter main tenant.,Mietfreies Wohnrecht oder Nießbrauch tragen Sie bitte bei Hauptmieter ein.,,,,,hm01,
soep-is,soep-is-2016-a,B4,,Tenants,Mieter,,,,,,,,,
soep-is,soep-is-2016-a,Q12A,,What applies to your rental contract?,Was trifft auf Ihren Mietvertrag zu?,,,,,,,,,
soep-is,soep-is-2016-a,Q12A,im011,The rental contract is indefinite/ is not a fixed term tenancy agreement,Der Mietvertrag ist unbefristet,1+16,,,,,,,im01,
soep-is,soep-is-2016-a,Q12A,im012,The landlord increased your rent at least once during the last four years.,In den letzten vier Jahren wurde die Kaltmiete mindestens einmal erhöht,1+16,,,,,,,im01,
soep-is,soep-is-2016-a,B5,,Tenants: Rent and incidental costs,Mieter: Miete und Nebenkosten,,,,,,,,,
soep-is,soep-is-2016-a,Q12,,How much is the monthly rent at present?,Wie hoch ist derzeit die monatliche Miete?,,"Please state the rent inclusive or exclusive of heating and other additional costs, depending on which amount you know better!","Geben Sie bitte die Warmmiete oder die Kaltmiete an, je nachdem, welchen Betrag Sie am besten wissen!",,,,,,
soep-is,soep-is-2016-a,Q12,hm04,Euros,Euro,,,,,,,,hm04,
soep-is,soep-is-2016-a,Q12,hm05,,,2019+,,,,,,,hm05,
soep-is,soep-is-2016-a,Q13,,Now we have some questions on your incidentals.,Jetzt kommen ein paar Fragen zu Ihren Nebenkosten.,,"If you don't know one of the following amounts exactly, please estimate.","Falls Ihnen einer der folgenden Beträge nicht genau bekannt ist, dann schätzen Sie bitte.",,,,,,
soep-is,soep-is-2016-a,B6,,Tenants: Incidentals: heating costs,Mieter: Nebenkosten: Heizkosten,,,,,,,,,
soep-is,soep-is-2016-a,Q14,hheizink,Are the monthly costs for heat included in your rent?,Sind die Heizkosten in dem eben genannten Mietpreis enthalten?,1+16,,,,,,,hheizink,
soep-is,soep-is-2016-a,Q15,,How much are the monthly costs for heat (warm water costs included) on average?,Wie hoch sind die durchschnittlichen Heizkosten (einschließlich Warmwasser) pro Monat?,,"If you don't know the amount exactly, please state the monthly fee for heating or estimate the amount!","Falls Betrag nicht genau bekannt, geben Sie bitte die Heizkostenpauschale an oder schätzen Sie!",,,,,,
soep-is,soep-is-2016-a,Q15,hm07,Euros per month,Euro pro Monat,,,,,,,,hm07,
soep-is,soep-is-2016-a,Q15,hm08,No heating costs,Keine Heizkosten,,,,,,,,hm08,
soep-is,soep-is-2016-a,B7,,Tenants: Incidentals: Electricity costs,Mieter: Nebenkosten: Stromkosten,,,,,,,,,
soep-is,soep-is-2016-a,Q16,hstrink,Are the monthly costs for electricity included in your rent?,Sind die Stromkosten in dem eben genannten Mietpreis enthalten?,1+16,,,,,,,hstrink,
soep-is,soep-is-2016-a,Q17,,How much are the monthly electricity costs on average?,Wie hoch sind die durchschnittlichen Stromkosten pro Monat?,,"If you don't know the amount exactly, please state the monthly fee for electricity or estimate the amount!","Falls Betrag nicht genau bekannt, geben Sie bitte die Strompauschale an oder schätzen Sie!",,,,,,
soep-is,soep-is-2016-a,Q17,hm14,Euros per month,Euro pro Monat,,,,,,,,hm14,
soep-is,soep-is-2016-a,Q17,hm15,No electricity costs,Keine Stromkosten,,,,,,,,hm15,
soep-is,soep-is-2016-a,B8,,Tenants: Incidentals: gas costs,Mieter: Nebenkosten: Gaskosten,,,,,,,,,
soep-is,soep-is-2016-a,Q18,,What are your monthly costs for gas?,Wie hoch sind die durchschnittlichen Kosten für Gas pro Monat?,,"If you don't know the exact amount, please estimate!
Please exclude heating costs in case you heat with gas.","Falls nicht genau bekannt, bitte schätzen!
Bitte ohne Heizkosten, falls Sie mit Gas heizen.",,,,,,
soep-is,soep-is-2016-a,Q18,hm16,Euros,Euro,,,,,,,,hm16,
soep-is,soep-is-2016-a,Q18,hm17,Don't know,,1301+,,,,,,,hm17,
soep-is,soep-is-2016-a,B9,,Tenants: Incidentals: Other levies in rent,Mieter: Nebenkosten: Umlagen im Mietpreis,,,,,,,,,
